full_date,date,weekday,time,mood,activities,note_title,note
2023-08-27,August 27,Sunday,10:45 PM,good,"","",""
2023-08-27,August 27,Sunday,2:30 PM,good,"","",""
2023-08-26,August 26,Saturday,9:06 AM,good,"","",""
2023-08-25,August 25,Friday,9:00 PM,good,"","",""
2023-08-25,August 25,Friday,9:19 AM,good,"","",""
2023-08-24,August 24,Thursday,10:18 PM,good,"","",""
2023-08-24,August 24,Thursday,9:09 AM,good,"","",""
2023-08-23,August 23,Wednesday,11:59 PM,good,"","",""
2023-08-23,August 23,Wednesday,11:27 AM,good,"","",""
2023-08-22,August 22,Tuesday,9:32 PM,good,"","",""
2023-08-22,August 22,Tuesday,1:17 PM,good,"","",""
2023-08-21,August 21,Monday,9:00 PM,good,"","",""
2023-08-21,August 21,Monday,9:54 AM,good,"","",""
2023-08-20,August 20,Sunday,9:00 PM,rad,"","",""
2023-08-20,August 20,Sunday,9:00 AM,good,"","",""
2023-08-18,August 18,Friday,9:00 AM,good,"","",""
2023-08-17,August 17,Thursday,9:00 PM,good,"","",""
2023-08-17,August 17,Thursday,9:35 AM,good,"","",""
2023-08-16,August 16,Wednesday,9:50 PM,good,"","",""
2023-08-16,August 16,Wednesday,2:27 PM,good,"","",""
2023-08-15,August 15,Tuesday,11:40 AM,good,"","",""
2023-08-14,August 14,Monday,9:00 PM,good,"","",""
2023-08-13,August 13,Sunday,9:08 PM,good,"","",""
2023-08-12,August 12,Saturday,9:00 PM,good,"","",""
2023-08-12,August 12,Saturday,12:44 PM,good,"","",""
2023-08-11,August 11,Friday,9:00 PM,good,"","",""
2023-08-11,August 11,Friday,3:39 PM,meh,"","",""
2023-08-10,August 10,Thursday,9:00 PM,meh,"","",""
2023-08-10,August 10,Thursday,11:36 AM,good,"","",""
2023-08-09,August 9,Wednesday,10:03 PM,good,"","",""
2023-08-08,August 8,Tuesday,9:10 PM,good,"","",""
2023-08-08,August 8,Tuesday,9:01 AM,good,"","",""
2023-08-07,August 7,Monday,9:00 PM,good,"","",""
2023-08-07,August 7,Monday,9:00 AM,good,"","",""
2023-08-06,August 6,Sunday,9:10 PM,good,"","",""
2023-08-06,August 6,Sunday,8:50 PM,good,"","",""
2023-08-05,August 5,Saturday,11:15 PM,good,"","",""
2023-08-04,August 4,Friday,10:15 PM,good,"","",""
2023-08-03,August 3,Thursday,9:00 PM,good,"","",""
2023-08-03,August 3,Thursday,9:51 AM,good,"","",""
2023-08-02,August 2,Wednesday,9:03 PM,good,"","",""
2023-08-02,August 2,Wednesday,4:53 PM,meh,"","",""
2023-08-01,August 1,Tuesday,11:28 AM,good,"","",""
2023-07-31,July 31,Monday,9:00 PM,meh,"","","Z*As So Auuh up 🤔 BBC"
2023-07-30,July 30,Sunday,10:56 PM,good,"","",""
2023-07-30,July 30,Sunday,5:17 PM,good,"","",""
2023-07-29,July 29,Saturday,9:18 PM,good,"","",""
2023-07-29,July 29,Saturday,11:04 AM,good,"","",""
2023-07-28,July 28,Friday,11:36 PM,good,"","",""
2023-07-28,July 28,Friday,11:28 AM,good,"","",""
2023-07-27,July 27,Thursday,10:46 PM,good,"","",""
2023-07-26,July 26,Wednesday,9:48 PM,good,"","",""
2023-07-26,July 26,Wednesday,9:44 AM,good,"","",""
2023-07-25,July 25,Tuesday,9:01 PM,good,"","",""
2023-07-25,July 25,Tuesday,11:39 AM,good,"","",""
2023-07-24,July 24,Monday,10:36 PM,meh,"","",""
2023-07-23,July 23,Sunday,9:02 PM,good,"","",""
2023-07-22,July 22,Saturday,9:00 PM,good,"Code","",""
2023-07-22,July 22,Saturday,1:26 PM,good,"","",""
2023-07-21,July 21,Friday,9:44 PM,good,"","",""
2023-07-20,July 20,Thursday,9:00 PM,meh,"","",""
2023-07-20,July 20,Thursday,1:13 PM,good,"","",""
2023-07-19,July 19,Wednesday,9:00 PM,good,"","",""
2023-07-18,July 18,Tuesday,9:37 PM,good,"","",""
2023-07-17,July 17,Monday,11:54 PM,good,"","",""
2023-07-17,July 17,Monday,4:23 PM,good,"","",""
2023-07-16,July 16,Sunday,10:07 PM,good,"","",""
2023-07-16,July 16,Sunday,9:00 AM,good,"","",""
2023-07-15,July 15,Saturday,9:00 PM,good,"","",""
2023-07-15,July 15,Saturday,1:03 PM,good,"","",""
2023-07-14,July 14,Friday,9:16 AM,good,"","",""
2023-07-13,July 13,Thursday,9:00 PM,good,"","",""
2023-07-13,July 13,Thursday,1:30 PM,good,"","",""
2023-07-12,July 12,Wednesday,9:22 PM,good,"","",""
2023-07-12,July 12,Wednesday,12:38 PM,good,"","",""
2023-07-11,July 11,Tuesday,9:06 PM,good,"","",""
2023-07-11,July 11,Tuesday,11:11 AM,good,"","",""
2023-07-10,July 10,Monday,9:00 PM,good,"","",""
2023-07-10,July 10,Monday,12:46 PM,good,"","",""
2023-07-09,July 9,Sunday,9:05 PM,good,"","",""
2023-07-09,July 9,Sunday,1:11 PM,good,"","",""
2023-07-08,July 8,Saturday,9:04 PM,good,"","",""
2023-07-08,July 8,Saturday,9:01 AM,good,"","",""
2023-07-07,July 7,Friday,9:59 PM,good,"","",""
2023-07-07,July 7,Friday,11:21 AM,good,"","",""
2023-07-06,July 6,Thursday,10:33 PM,good,"","",""
2023-07-06,July 6,Thursday,1:17 PM,good,"","",""
2023-07-05,July 5,Wednesday,11:57 AM,good,"","",""
2023-07-04,July 4,Tuesday,9:00 AM,good,"","",""
2023-07-03,July 3,Monday,9:26 PM,good,"","",""
2023-07-03,July 3,Monday,11:19 AM,good,"","",""
2023-07-02,July 2,Sunday,9:00 PM,good,"","",""
2023-07-02,July 2,Sunday,1:43 PM,good,"","",""
2023-07-01,July 1,Saturday,9:00 PM,good,"","",""
2023-06-30,June 30,Friday,1:47 PM,good,"","",""
2023-06-29,June 29,Thursday,9:03 PM,good,"","",""
2023-06-29,June 29,Thursday,1:51 PM,good,"","",""
2023-06-28,June 28,Wednesday,9:14 PM,good,"","",""
2023-06-27,June 27,Tuesday,9:01 PM,rad,"","",""
2023-06-27,June 27,Tuesday,10:15 AM,good,"","",""
2023-06-26,June 26,Monday,9:03 PM,good,"","",""
2023-06-26,June 26,Monday,11:03 AM,good,"","",""
2023-06-25,June 25,Sunday,9:17 PM,good,"","",""
2023-06-25,June 25,Sunday,11:26 AM,good,"","",""
2023-06-24,June 24,Saturday,9:02 PM,good,"","",""
2023-06-24,June 24,Saturday,12:52 PM,good,"","",""
2023-06-23,June 23,Friday,10:57 PM,good,"","",""
2023-06-23,June 23,Friday,1:45 PM,good,"","",""
2023-06-22,June 22,Thursday,9:00 PM,good,"","",""
2023-06-22,June 22,Thursday,12:00 PM,good,"","",""
2023-06-21,June 21,Wednesday,10:13 PM,good,"","",""
2023-06-21,June 21,Wednesday,3:11 PM,good,"","",""
2023-06-20,June 20,Tuesday,9:00 PM,good,"","",""
2023-06-20,June 20,Tuesday,9:06 AM,good,"","",""
2023-06-19,June 19,Monday,9:00 PM,good,"","",""
2023-06-19,June 19,Monday,10:27 AM,good,"","",""
2023-06-18,June 18,Sunday,9:08 PM,good,"","",""
2023-06-18,June 18,Sunday,9:13 AM,good,"","",""
2023-06-17,June 17,Saturday,9:01 PM,good,"","",""
2023-06-17,June 17,Saturday,9:50 AM,good,"","",""
2023-06-16,June 16,Friday,10:24 PM,good,"","",""
2023-06-16,June 16,Friday,10:31 AM,good,"good sleep","",""
2023-06-15,June 15,Thursday,9:01 PM,good,"good sleep","",""
2023-06-15,June 15,Thursday,11:29 AM,good,"","",""
2023-06-14,June 14,Wednesday,9:32 PM,good,"","",""
2023-06-14,June 14,Wednesday,12:18 PM,good,"","",""
2023-06-13,June 13,Tuesday,9:55 PM,good,"","",""
2023-06-13,June 13,Tuesday,12:30 PM,good,"","",""
2023-06-12,June 12,Monday,9:53 PM,good,"","",""
2023-06-12,June 12,Monday,12:19 PM,meh,"","",""
2023-06-11,June 11,Sunday,11:28 PM,good,"","",""
2023-06-11,June 11,Sunday,9:39 AM,good,"","",""
2023-06-10,June 10,Saturday,11:16 PM,good,"","",""
2023-06-10,June 10,Saturday,10:38 AM,good,"","",""
2023-06-09,June 9,Friday,11:33 PM,good,"","",""
2023-06-09,June 9,Friday,9:00 AM,good,"","",""
2023-06-08,June 8,Thursday,10:34 PM,good,"","",""
2023-06-08,June 8,Thursday,2:16 PM,good,"","",""
2023-06-07,June 7,Wednesday,9:02 PM,good,"","",""
2023-06-07,June 7,Wednesday,11:03 AM,good,"","",""
2023-06-06,June 6,Tuesday,9:00 PM,good,"","",""
2023-06-06,June 6,Tuesday,10:43 AM,good,"","",""
2023-06-05,June 5,Monday,10:19 PM,good,"","",""
2023-06-05,June 5,Monday,9:00 AM,good,"","",""
2023-06-04,June 4,Sunday,9:00 PM,good,"","",""
2023-06-04,June 4,Sunday,1:30 PM,good,"","",""
2023-06-03,June 3,Saturday,9:01 PM,good,"","",""
2023-06-03,June 3,Saturday,11:06 AM,good,"","",""
2023-06-02,June 2,Friday,9:00 PM,rad,"","","Drugs"
2023-06-02,June 2,Friday,10:39 AM,good,"","",""
2023-06-01,June 1,Thursday,9:02 PM,good,"","",""
2023-06-01,June 1,Thursday,12:46 PM,good,"","",""
2023-05-31,May 31,Wednesday,8:00 PM,good,"","",""
2023-05-30,May 30,Tuesday,10:18 PM,good,"","",""
2023-05-30,May 30,Tuesday,9:00 AM,good,"","",""
2023-05-29,May 29,Monday,9:13 PM,good,"","",""
2023-05-29,May 29,Monday,11:19 AM,good,"","",""
2023-05-28,May 28,Sunday,9:26 PM,good,"good sleep","",""
2023-05-28,May 28,Sunday,10:31 AM,good,"","",""
2023-05-27,May 27,Saturday,9:00 PM,good,"","",""
2023-05-27,May 27,Saturday,9:00 AM,good,"","",""
2023-05-26,May 26,Friday,9:08 PM,good,"good sleep","",""
2023-05-26,May 26,Friday,10:38 AM,good,"","",""
2023-05-25,May 25,Thursday,9:00 PM,good,"","",""
2023-05-25,May 25,Thursday,9:08 AM,good,"","",""
2023-05-24,May 24,Wednesday,9:41 PM,good,"","",""
2023-05-24,May 24,Wednesday,10:11 AM,good,"","",""
2023-05-23,May 23,Tuesday,10:12 AM,good,"good sleep","",""
2023-05-22,May 22,Monday,10:12 PM,good,"","",""
2023-05-22,May 22,Monday,9:59 AM,good,"","",""
2023-05-21,May 21,Sunday,9:07 PM,good,"","",""
2023-05-21,May 21,Sunday,10:29 AM,good,"","",""
2023-05-20,May 20,Saturday,9:28 PM,good,"","",""
2023-05-20,May 20,Saturday,10:30 AM,good,"","",""
2023-05-19,May 19,Friday,10:11 PM,good,"","",""
2023-05-19,May 19,Friday,1:06 PM,good,"","",""
2023-05-18,May 18,Thursday,9:04 PM,good,"","",""
2023-05-18,May 18,Thursday,9:09 AM,good,"","",""
2023-05-17,May 17,Wednesday,9:15 PM,meh,"","",""
2023-05-17,May 17,Wednesday,10:09 AM,good,"","",""
2023-05-16,May 16,Tuesday,9:58 PM,good,"","","Grateful for kratom"
2023-05-16,May 16,Tuesday,9:21 AM,meh,"","",""
2023-05-15,May 15,Monday,9:04 PM,meh,"","",""
2023-05-15,May 15,Monday,9:32 AM,good,"","",""
2023-05-14,May 14,Sunday,9:01 PM,good,"good sleep","",""
2023-05-14,May 14,Sunday,9:00 AM,good,"","",""
2023-05-13,May 13,Saturday,9:03 PM,good,"","","Grateful for 40 mile bike ride"
2023-05-13,May 13,Saturday,10:50 AM,good,"","",""
2023-05-12,May 12,Friday,9:58 PM,good,"medium sleep","","My performance in dodgeball"
2023-05-12,May 12,Friday,10:54 AM,good,"","",""
2023-05-11,May 11,Thursday,9:04 PM,good,"","","Grateful for my bike ride PR"
2023-05-11,May 11,Thursday,9:17 AM,good,"","",""
2023-05-10,May 10,Wednesday,9:01 PM,good,"good sleep","","Grateful for my deadlifts"
2023-05-10,May 10,Wednesday,10:10 AM,good,"","",""
2023-05-09,May 9,Tuesday,9:00 PM,good,"good sleep","","Grateful for my gym session"
2023-05-09,May 9,Tuesday,9:58 AM,good,"","",""
2023-05-08,May 8,Monday,9:08 PM,meh,"","",""
2023-05-08,May 8,Monday,9:49 AM,good,"good sleep","",""
2023-05-07,May 7,Sunday,9:00 PM,good,"","","Grateful for my nap"
2023-05-07,May 7,Sunday,9:19 AM,meh,"","",""
2023-05-06,May 6,Saturday,11:29 PM,good,"medium sleep","",""
2023-05-06,May 6,Saturday,10:08 AM,good,"","",""
2023-05-05,May 5,Friday,9:00 PM,meh,"","","Grateful for my cat"
2023-05-05,May 5,Friday,10:02 AM,good,"","",""
2023-05-04,May 4,Thursday,10:13 PM,good,"","",""
2023-05-04,May 4,Thursday,9:00 AM,good,"","",""
2023-05-03,May 3,Wednesday,8:00 PM,good,"","",""
2023-05-02,May 2,Tuesday,9:00 PM,good,"","","Grateful for having interviews"
2023-05-01,May 1,Monday,9:14 PM,good,"","",""
2023-05-01,May 1,Monday,9:04 AM,good,"","",""
2023-04-30,April 30,Sunday,9:00 PM,good,"","",""
2023-04-30,April 30,Sunday,9:15 AM,good,"good sleep","",""
2023-04-29,April 29,Saturday,9:00 PM,good,"","","Grateful to be with Vim again"
2023-04-29,April 29,Saturday,11:48 AM,good,"","",""
2023-04-28,April 28,Friday,9:37 PM,good,"","",""
2023-04-28,April 28,Friday,9:32 AM,good,"","",""
2023-04-27,April 27,Thursday,9:00 PM,good,"medium sleep","",""
2023-04-27,April 27,Thursday,10:02 AM,good,"","",""
2023-04-26,April 26,Wednesday,9:46 PM,good,"","","Grateful for the Uber driving telling me I need a reservation to get into El Yunque"
2023-04-26,April 26,Wednesday,10:13 AM,good,"","",""
2023-04-25,April 25,Tuesday,10:55 PM,good,"","","Grateful for my vacation to PR"
2023-04-25,April 25,Tuesday,12:22 PM,good,"bad sleep","",""
2023-04-24,April 24,Monday,11:32 AM,good,"good sleep","",""
2023-04-23,April 23,Sunday,10:43 PM,good,"","","Grateful for kratom"
2023-04-23,April 23,Sunday,9:00 AM,good,"","",""
2023-04-22,April 22,Saturday,9:02 PM,good,"","","Grateful for nothing bad happening on my shroom trip"
2023-04-22,April 22,Saturday,9:36 AM,good,"","",""
2023-04-21,April 21,Friday,9:00 PM,meh,"","","Grateful I didn't get negative feedback from my boss"
2023-04-21,April 21,Friday,10:07 AM,good,"","",""
2023-04-20,April 20,Thursday,9:15 PM,good,"medium sleep","",""
2023-04-20,April 20,Thursday,1:33 PM,good,"","",""
2023-04-19,April 19,Wednesday,9:57 PM,good,"medium sleep | exercise | Code","","Grateful for my contract ending not getting fired"
2023-04-19,April 19,Wednesday,10:22 AM,good,"medium sleep","",""
2023-04-18,April 18,Tuesday,9:42 PM,good,"","",""
2023-04-18,April 18,Tuesday,9:00 PM,good,"","","Grateful for my cat"
2023-04-17,April 17,Monday,10:07 PM,good,"medium sleep","","Grateful for my reps arriving"
2023-04-17,April 17,Monday,10:56 AM,meh,"medium sleep","",""
2023-04-16,April 16,Sunday,9:29 PM,good,"","","Grateful for how little social anxiety I had at Code and Coffee"
2023-04-16,April 16,Sunday,12:55 PM,good,"","",""
2023-04-15,April 15,Saturday,9:01 PM,meh,"bad sleep","","Grateful for not getting run over during my bike ride"
2023-04-15,April 15,Saturday,9:00 AM,good,"","",""
2023-04-14,April 14,Friday,11:41 PM,meh,"","",""
2023-04-14,April 14,Friday,11:15 AM,good,"","",""
2023-04-13,April 13,Thursday,10:01 PM,good,"","","Grateful for actually getting work done"
2023-04-13,April 13,Thursday,9:59 AM,good,"","",""
2023-04-12,April 12,Wednesday,9:19 PM,good,"","",""
2023-04-12,April 12,Wednesday,11:37 AM,meh,"","",""
2023-04-11,April 11,Tuesday,9:00 PM,meh,"bad sleep","",""
2023-04-11,April 11,Tuesday,1:55 PM,meh,"bad sleep","",""
2023-04-10,April 10,Monday,9:00 PM,meh,"","",""
2023-04-10,April 10,Monday,9:53 AM,good,"","",""
2023-04-09,April 9,Sunday,11:39 PM,meh,"","",""
2023-04-09,April 9,Sunday,10:15 AM,good,"","",""
2023-04-08,April 8,Saturday,9:35 PM,good,"","",""
2023-04-08,April 8,Saturday,10:12 AM,good,"","",""
2023-04-07,April 7,Friday,9:00 PM,meh,"","","Grateful to be done with work for week"
2023-04-07,April 7,Friday,9:06 AM,meh,"","",""
2023-04-06,April 6,Thursday,9:00 PM,meh,"","",""
2023-04-06,April 6,Thursday,10:25 AM,good,"","",""
2023-04-05,April 5,Wednesday,9:00 PM,good,"","","Grateful to be done with work for the day"
2023-04-05,April 5,Wednesday,9:00 AM,good,"","",""
2023-04-04,April 4,Tuesday,9:02 PM,good,"","","Grateful to be off Lithium"
2023-04-04,April 4,Tuesday,9:00 AM,good,"","",""
2023-04-03,April 3,Monday,9:32 PM,meh,"","","Grateful I am not in the hospital"
2023-04-03,April 3,Monday,9:00 AM,good,"","",""
2023-04-02,April 2,Sunday,9:33 AM,good,"","",""
2023-04-01,April 1,Saturday,11:06 PM,meh,"","",""
2023-04-01,April 1,Saturday,9:00 AM,meh,"","",""
2023-03-31,March 31,Friday,9:00 PM,good,"","","Grateful to be out of the hospital"
2023-03-21,March 21,Tuesday,9:00 AM,good,"","",""
2023-03-20,March 20,Monday,9:00 PM,meh,"","","Grateful my code now works... I think"
2023-03-20,March 20,Monday,9:01 AM,good,"","",""
2023-03-19,March 19,Sunday,9:00 PM,meh,"","",""
2023-03-19,March 19,Sunday,9:00 AM,meh,"","",""
2023-03-18,March 18,Saturday,9:01 PM,bad,"","",""
2023-03-18,March 18,Saturday,9:17 AM,good,"","",""
2023-03-17,March 17,Friday,9:00 PM,bad,"","","I'm grateful for not being fired today"
2023-03-17,March 17,Friday,9:03 AM,good,"","",""
2023-03-16,March 16,Thursday,9:00 PM,good,"","",""
2023-03-16,March 16,Thursday,9:01 AM,good,"","",""
2023-03-15,March 15,Wednesday,9:00 PM,good,"","","Grateful for caffeine"
2023-03-15,March 15,Wednesday,9:00 AM,good,"","",""
2023-03-14,March 14,Tuesday,9:00 PM,good,"","",""
2023-03-14,March 14,Tuesday,9:05 AM,good,"","",""
2023-03-13,March 13,Monday,9:00 PM,good,"","",""
2023-03-13,March 13,Monday,9:00 AM,good,"","",""
2023-03-12,March 12,Sunday,9:19 PM,good,"","","Grateful for my nap"
2023-03-12,March 12,Sunday,10:00 AM,good,"","",""
2023-03-11,March 11,Saturday,9:00 PM,good,"","","Grateful for not being too hungover"
2023-03-11,March 11,Saturday,9:00 AM,meh,"","",""
2023-03-10,March 10,Friday,9:00 PM,bad,"","",""
2023-03-10,March 10,Friday,9:00 AM,good,"","",""
2023-03-09,March 9,Thursday,9:00 PM,good,"","","Grateful for my haircut and washandfold"
2023-03-09,March 9,Thursday,9:00 AM,good,"","",""
2023-03-08,March 8,Wednesday,9:00 PM,good,"","","Grateful for being able to watch a show with my brother after work"
2023-03-08,March 8,Wednesday,9:00 AM,good,"","",""
2023-03-07,March 7,Tuesday,9:00 PM,good,"","",""
2023-03-07,March 7,Tuesday,7:12 PM,good,"","","Grateful for my cat<br>Looking forward to the birthday parties of Danielle and Daisy this weekend"
2023-03-06,March 6,Monday,9:00 PM,good,"","",""
2023-03-06,March 6,Monday,9:00 AM,good,"","",""
2023-03-05,March 5,Sunday,9:01 PM,good,"","",""
2023-03-05,March 5,Sunday,11:20 AM,good,"","",""
2023-03-04,March 4,Saturday,10:41 PM,good,"","",""
2023-03-04,March 4,Saturday,9:30 AM,good,"","",""
2023-03-03,March 3,Friday,9:00 PM,good,"","",""
2023-03-03,March 3,Friday,9:00 AM,good,"","",""
2023-03-02,March 2,Thursday,9:22 PM,good,"","",""
2023-03-02,March 2,Thursday,9:01 AM,good,"","",""
2023-03-01,March 1,Wednesday,9:02 PM,good,"","",""
2023-03-01,March 1,Wednesday,9:02 AM,good,"","",""
2023-02-28,February 28,Tuesday,9:00 PM,good,"","",""
2023-02-28,February 28,Tuesday,9:00 AM,good,"","",""
2023-02-27,February 27,Monday,9:00 PM,good,"","",""
2023-02-27,February 27,Monday,9:00 AM,good,"bad sleep","",""
2023-02-26,February 26,Sunday,9:00 PM,meh,"","",""
2023-02-26,February 26,Sunday,11:13 AM,good,"","",""
2023-02-25,February 25,Saturday,9:35 PM,good,"","",""
2023-02-25,February 25,Saturday,11:58 AM,good,"","",""
2023-02-24,February 24,Friday,10:29 PM,good,"","",""
2023-02-24,February 24,Friday,9:07 AM,good,"","",""
2023-02-23,February 23,Thursday,9:00 PM,good,"","",""
2023-02-23,February 23,Thursday,9:26 AM,good,"","",""
2023-02-22,February 22,Wednesday,9:00 PM,good,"","",""
2023-02-21,February 21,Tuesday,9:00 PM,good,"","",""
2023-02-21,February 21,Tuesday,9:00 AM,good,"","",""
2023-02-20,February 20,Monday,9:03 PM,good,"","",""
2023-02-20,February 20,Monday,9:00 AM,good,"","",""
2023-02-19,February 19,Sunday,9:08 PM,good,"","",""
2023-02-19,February 19,Sunday,10:12 AM,good,"","",""
2023-02-18,February 18,Saturday,9:51 PM,good,"","",""
2023-02-18,February 18,Saturday,10:21 AM,good,"","",""
2023-02-17,February 17,Friday,9:00 PM,good,"","",""
2023-02-17,February 17,Friday,9:00 AM,good,"","",""
2023-02-16,February 16,Thursday,9:00 PM,good,"","",""
2023-02-16,February 16,Thursday,9:03 AM,good,"","",""
2023-02-15,February 15,Wednesday,9:00 PM,good,"","",""
2023-02-15,February 15,Wednesday,9:16 AM,good,"","",""
2023-02-14,February 14,Tuesday,9:00 PM,meh,"","",""
2023-02-14,February 14,Tuesday,9:00 AM,good,"","",""
2023-02-13,February 13,Monday,9:00 PM,good,"","",""
2023-02-13,February 13,Monday,9:05 AM,good,"","",""
2023-02-12,February 12,Sunday,9:27 PM,good,"","",""
2023-02-12,February 12,Sunday,9:00 PM,good,"","",""
2023-02-12,February 12,Sunday,9:00 AM,good,"","",""
2023-02-11,February 11,Saturday,9:00 PM,good,"","",""
2023-02-11,February 11,Saturday,9:10 AM,good,"","",""
2023-02-10,February 10,Friday,10:13 PM,good,"","",""
2023-02-10,February 10,Friday,9:12 AM,good,"","",""
2023-02-09,February 9,Thursday,9:00 PM,good,"","",""
2023-02-09,February 9,Thursday,12:36 PM,good,"","",""
2023-02-08,February 8,Wednesday,9:00 PM,meh,"bad sleep","",""
2023-02-08,February 8,Wednesday,6:07 PM,good,"","",""
2023-02-07,February 7,Tuesday,11:51 PM,good,"","",""
2023-02-06,February 6,Monday,9:51 PM,good,"","",""
2023-02-06,February 6,Monday,10:29 AM,good,"","",""
2023-02-05,February 5,Sunday,9:00 PM,good,"","",""
2023-02-05,February 5,Sunday,10:05 AM,good,"","",""
2023-02-04,February 4,Saturday,9:09 PM,good,"","",""
2023-02-04,February 4,Saturday,11:18 AM,good,"","",""
2023-02-03,February 3,Friday,9:10 PM,good,"","",""
2023-02-03,February 3,Friday,10:10 AM,good,"","",""
2023-02-02,February 2,Thursday,9:02 PM,good,"","",""
2023-02-02,February 2,Thursday,11:43 AM,meh,"","",""
2023-01-31,January 31,Tuesday,11:06 PM,good,"","",""
2023-01-31,January 31,Tuesday,9:04 AM,good,"","",""
2023-01-30,January 30,Monday,9:00 PM,good,"","",""
2023-01-30,January 30,Monday,9:49 AM,good,"","",""
2023-01-29,January 29,Sunday,9:10 PM,good,"","",""
2023-01-29,January 29,Sunday,12:40 PM,good,"","",""
2023-01-28,January 28,Saturday,9:53 PM,good,"","",""
2023-01-28,January 28,Saturday,9:10 AM,good,"","",""
2023-01-27,January 27,Friday,10:34 PM,good,"","",""
2023-01-27,January 27,Friday,10:58 AM,good,"","",""
2023-01-26,January 26,Thursday,9:17 PM,good,"","",""
2023-01-26,January 26,Thursday,10:57 AM,good,"","",""
2023-01-25,January 25,Wednesday,9:13 PM,good,"","",""
2023-01-25,January 25,Wednesday,9:00 AM,good,"","",""
2023-01-24,January 24,Tuesday,9:00 PM,meh,"","",""
2023-01-24,January 24,Tuesday,12:00 PM,good,"","",""
2023-01-23,January 23,Monday,9:00 PM,good,"","",""
2023-01-23,January 23,Monday,10:16 AM,good,"","",""
2023-01-22,January 22,Sunday,9:00 PM,meh,"","",""
2023-01-22,January 22,Sunday,11:24 AM,good,"","",""
2023-01-21,January 21,Saturday,9:18 PM,good,"","",""
2023-01-21,January 21,Saturday,12:15 PM,good,"","",""
2023-01-20,January 20,Friday,9:13 PM,good,"","",""
2023-01-20,January 20,Friday,11:59 AM,good,"","",""
2023-01-19,January 19,Thursday,9:07 PM,good,"","",""
2023-01-19,January 19,Thursday,10:07 AM,good,"","",""
2023-01-18,January 18,Wednesday,10:04 PM,good,"","",""
2023-01-18,January 18,Wednesday,9:23 AM,good,"","",""
2023-01-17,January 17,Tuesday,9:05 PM,good,"","",""
2023-01-17,January 17,Tuesday,9:40 AM,good,"","",""
2023-01-16,January 16,Monday,9:10 PM,good,"","",""
2023-01-16,January 16,Monday,10:47 AM,good,"","",""
2023-01-15,January 15,Sunday,9:08 PM,good,"","",""
2023-01-15,January 15,Sunday,10:10 AM,good,"","",""
2023-01-14,January 14,Saturday,9:00 PM,good,"","",""
2023-01-14,January 14,Saturday,10:33 AM,good,"","",""
2023-01-13,January 13,Friday,10:19 PM,good,"","",""
2023-01-13,January 13,Friday,10:15 AM,good,"","",""
2023-01-12,January 12,Thursday,9:00 PM,good,"","",""
2023-01-12,January 12,Thursday,9:00 AM,good,"","",""
2023-01-11,January 11,Wednesday,9:31 PM,good,"","",""
2023-01-11,January 11,Wednesday,10:16 AM,good,"","",""
2023-01-10,January 10,Tuesday,9:00 PM,good,"","",""
2023-01-10,January 10,Tuesday,9:55 AM,good,"","",""
2023-01-09,January 9,Monday,9:00 PM,good,"","",""
2023-01-09,January 9,Monday,9:17 AM,good,"","",""
2023-01-08,January 8,Sunday,9:00 PM,good,"","",""
2023-01-08,January 8,Sunday,9:00 AM,good,"","",""
2023-01-07,January 7,Saturday,9:00 PM,meh,"","",""
2023-01-07,January 7,Saturday,10:02 AM,good,"","",""
2023-01-06,January 6,Friday,10:14 PM,good,"","",""
2023-01-06,January 6,Friday,10:08 AM,good,"","",""
2023-01-05,January 5,Thursday,9:22 PM,good,"","",""
2023-01-05,January 5,Thursday,9:17 AM,good,"","",""
2023-01-04,January 4,Wednesday,9:04 PM,good,"","",""
2023-01-04,January 4,Wednesday,9:00 AM,good,"","",""
2023-01-03,January 3,Tuesday,9:00 PM,good,"","",""
2023-01-02,January 2,Monday,9:00 PM,good,"","",""
2023-01-02,January 2,Monday,10:08 AM,good,"","",""
2023-01-01,January 1,Sunday,9:24 PM,good,"","",""
2023-01-01,January 1,Sunday,11:19 AM,good,"","",""
2022-12-31,December 31,Saturday,9:00 PM,rad,"","",""
2022-12-31,December 31,Saturday,9:00 AM,good,"","",""
2022-12-30,December 30,Friday,9:00 PM,good,"","",""
2022-12-30,December 30,Friday,9:07 AM,good,"","",""
2022-12-29,December 29,Thursday,9:00 PM,good,"","",""
2022-12-29,December 29,Thursday,9:58 AM,good,"","",""
2022-12-28,December 28,Wednesday,9:00 PM,good,"","",""
2022-12-28,December 28,Wednesday,11:41 AM,good,"","",""
2022-12-27,December 27,Tuesday,9:02 PM,good,"","",""
2022-12-27,December 27,Tuesday,9:37 AM,good,"","",""
2022-12-26,December 26,Monday,9:03 PM,good,"","",""
2022-12-26,December 26,Monday,10:31 AM,good,"","",""
2022-12-25,December 25,Sunday,9:00 PM,good,"","",""
2022-12-25,December 25,Sunday,11:52 AM,good,"","",""
2022-12-24,December 24,Saturday,10:28 PM,good,"","",""
2022-12-24,December 24,Saturday,2:58 PM,good,"","",""
2022-12-23,December 23,Friday,9:00 PM,good,"","",""
2022-12-23,December 23,Friday,9:00 AM,good,"","",""
2022-12-22,December 22,Thursday,10:02 PM,good,"","",""
2022-12-21,December 21,Wednesday,9:31 PM,good,"","",""
2022-12-21,December 21,Wednesday,9:51 AM,good,"","",""
