full_date,date,weekday,time,mood,activities,note_title,note
2022-12-20,December 20,Tuesday,10:19 PM,meh,"","",""
2022-12-19,December 19,Monday,9:00 PM,good,"","",""
2022-12-19,December 19,Monday,9:32 AM,good,"","",""
2022-12-18,December 18,Sunday,9:00 PM,good,"","",""
2022-12-18,December 18,Sunday,10:07 AM,good,"","",""
2022-12-17,December 17,Saturday,9:00 PM,good,"","",""
2022-12-17,December 17,Saturday,11:58 AM,good,"","",""
2022-12-16,December 16,Friday,10:11 PM,good,"","",""
2022-12-16,December 16,Friday,9:03 AM,good,"","",""
2022-12-15,December 15,Thursday,9:00 PM,good,"","",""
2022-12-15,December 15,Thursday,9:32 AM,good,"","",""
2022-12-14,December 14,Wednesday,9:23 PM,good,"","",""
2022-12-14,December 14,Wednesday,9:06 AM,good,"","",""
2022-12-13,December 13,Tuesday,9:00 PM,meh,"","",""
2022-12-13,December 13,Tuesday,9:21 AM,good,"","",""
2022-12-12,December 12,Monday,9:17 PM,good,"","",""
2022-12-12,December 12,Monday,9:00 AM,good,"","",""
2022-12-11,December 11,Sunday,9:00 PM,meh,"","",""
2022-12-11,December 11,Sunday,9:06 AM,good,"","",""
2022-12-10,December 10,Saturday,9:01 PM,meh,"","",""
2022-12-10,December 10,Saturday,9:55 AM,good,"","",""
2022-12-09,December 9,Friday,10:17 PM,good,"","",""
2022-12-09,December 9,Friday,9:21 AM,good,"","",""
2022-12-08,December 8,Thursday,9:01 PM,good,"","",""
2022-12-08,December 8,Thursday,9:02 AM,good,"","",""
2022-12-07,December 7,Wednesday,9:00 PM,good,"","",""
2022-12-07,December 7,Wednesday,9:02 AM,good,"","",""
2022-12-06,December 6,Tuesday,9:00 PM,good,"","",""
2022-12-05,December 5,Monday,10:11 PM,good,"","",""
2022-12-05,December 5,Monday,9:12 AM,good,"","",""
2022-12-04,December 4,Sunday,9:00 PM,meh,"","",""
2022-12-04,December 4,Sunday,10:28 AM,good,"","",""
2022-12-03,December 3,Saturday,9:11 PM,good,"","",""
2022-12-03,December 3,Saturday,12:03 PM,good,"","",""
2022-12-02,December 2,Friday,10:18 PM,good,"","",""
2022-12-02,December 2,Friday,10:15 AM,good,"","",""
2022-12-01,December 1,Thursday,9:17 PM,good,"","",""
2022-12-01,December 1,Thursday,11:24 AM,good,"","",""
2022-11-30,November 30,Wednesday,9:00 PM,good,"","",""
2022-11-30,November 30,Wednesday,9:45 AM,good,"","",""
2022-11-29,November 29,Tuesday,9:00 PM,good,"","",""
2022-11-29,November 29,Tuesday,9:12 AM,good,"","",""
2022-11-28,November 28,Monday,9:02 PM,good,"","",""
2022-11-28,November 28,Monday,9:00 AM,good,"","",""
2022-11-27,November 27,Sunday,9:00 PM,good,"","",""
2022-11-27,November 27,Sunday,11:09 AM,good,"","",""
2022-11-26,November 26,Saturday,9:00 PM,good,"","",""
2022-11-26,November 26,Saturday,12:02 PM,good,"","",""
2022-11-25,November 25,Friday,9:33 PM,good,"","",""
2022-11-25,November 25,Friday,9:29 AM,good,"","",""
2022-11-24,November 24,Thursday,9:00 PM,good,"","",""
2022-11-24,November 24,Thursday,10:54 AM,good,"","",""
2022-11-23,November 23,Wednesday,9:00 PM,good,"","",""
2022-11-23,November 23,Wednesday,11:33 AM,good,"","",""
2022-11-22,November 22,Tuesday,12:46 PM,good,"","",""
2022-11-21,November 21,Monday,9:00 PM,good,"","",""
2022-11-21,November 21,Monday,12:45 PM,good,"","",""
2022-11-20,November 20,Sunday,9:00 PM,good,"","",""
2022-11-20,November 20,Sunday,9:00 AM,good,"","",""
2022-11-19,November 19,Saturday,9:16 PM,good,"","",""
2022-11-19,November 19,Saturday,11:30 AM,good,"","",""
2022-11-18,November 18,Friday,10:16 PM,good,"","",""
2022-11-18,November 18,Friday,10:55 AM,good,"","",""
2022-11-17,November 17,Thursday,9:03 PM,good,"","",""
2022-11-16,November 16,Wednesday,9:03 PM,good,"","",""
2022-11-16,November 16,Wednesday,10:51 AM,good,"","",""
2022-11-15,November 15,Tuesday,9:00 AM,good,"","",""
2022-11-14,November 14,Monday,9:01 PM,good,"","",""
2022-11-14,November 14,Monday,9:00 AM,good,"","",""
2022-11-13,November 13,Sunday,10:12 PM,meh,"","",""
2022-11-13,November 13,Sunday,10:19 AM,good,"","",""
2022-11-12,November 12,Saturday,9:27 PM,meh,"","",""
2022-11-12,November 12,Saturday,11:52 AM,good,"","",""
2022-11-11,November 11,Friday,10:07 PM,good,"","",""
2022-11-11,November 11,Friday,9:44 AM,good,"","",""
2022-11-10,November 10,Thursday,9:20 PM,good,"","",""
2022-11-10,November 10,Thursday,9:55 AM,good,"","",""
2022-11-09,November 9,Wednesday,9:00 PM,good,"","",""
2022-11-09,November 9,Wednesday,9:00 AM,good,"","",""
2022-11-08,November 8,Tuesday,9:26 PM,good,"","",""
2022-11-08,November 8,Tuesday,9:00 AM,good,"","",""
2022-11-07,November 7,Monday,9:40 PM,good,"","",""
2022-11-07,November 7,Monday,9:32 AM,good,"","",""
2022-11-06,November 6,Sunday,9:00 PM,good,"","",""
2022-11-06,November 6,Sunday,9:05 AM,good,"","",""
2022-11-05,November 5,Saturday,9:00 PM,good,"","",""
2022-11-05,November 5,Saturday,9:05 AM,good,"","",""
2022-11-04,November 4,Friday,9:27 PM,meh,"","",""
2022-11-04,November 4,Friday,10:01 AM,good,"","",""
2022-11-03,November 3,Thursday,9:16 PM,good,"","",""
2022-11-02,November 2,Wednesday,9:41 PM,good,"","",""
2022-11-02,November 2,Wednesday,11:24 AM,good,"","",""
2022-11-01,November 1,Tuesday,9:12 PM,good,"","",""
2022-11-01,November 1,Tuesday,11:46 AM,good,"","",""
2022-10-31,October 31,Monday,9:03 PM,good,"","",""
2022-10-31,October 31,Monday,11:28 AM,good,"","",""
2022-10-30,October 30,Sunday,9:00 PM,meh,"","",""
2022-10-30,October 30,Sunday,11:37 AM,good,"","",""
2022-10-29,October 29,Saturday,9:02 PM,meh,"","",""
2022-10-29,October 29,Saturday,9:24 AM,good,"","",""
2022-10-28,October 28,Friday,9:00 PM,good,"","",""
2022-10-28,October 28,Friday,10:30 AM,good,"","",""
2022-10-27,October 27,Thursday,9:05 PM,good,"","",""
2022-10-27,October 27,Thursday,11:16 AM,good,"","",""
2022-10-26,October 26,Wednesday,9:00 PM,good,"","",""
2022-10-26,October 26,Wednesday,9:18 AM,good,"","",""
2022-10-25,October 25,Tuesday,9:12 PM,good,"","",""
2022-10-25,October 25,Tuesday,9:00 AM,good,"","",""
2022-10-24,October 24,Monday,9:00 PM,meh,"","",""
2022-10-24,October 24,Monday,10:36 AM,good,"","",""
2022-10-23,October 23,Sunday,9:00 PM,good,"","",""
2022-10-23,October 23,Sunday,9:46 AM,good,"","",""
2022-10-22,October 22,Saturday,9:51 PM,meh,"","",""
2022-10-22,October 22,Saturday,10:49 AM,good,"","",""
2022-10-21,October 21,Friday,9:00 PM,good,"","",""
2022-10-21,October 21,Friday,12:09 PM,good,"","",""
2022-10-20,October 20,Thursday,9:00 PM,good,"","",""
2022-10-20,October 20,Thursday,10:24 AM,good,"","",""
2022-10-19,October 19,Wednesday,9:00 PM,good,"","",""
2022-10-19,October 19,Wednesday,9:50 AM,good,"","",""
2022-10-18,October 18,Tuesday,10:41 PM,good,"","",""
2022-10-17,October 17,Monday,9:01 PM,meh,"","",""
2022-10-17,October 17,Monday,9:51 AM,good,"","",""
2022-10-16,October 16,Sunday,9:01 PM,good,"","",""
2022-10-16,October 16,Sunday,9:16 AM,good,"","",""
2022-10-15,October 15,Saturday,9:07 PM,good,"","",""
2022-10-15,October 15,Saturday,11:18 AM,good,"","",""
2022-10-14,October 14,Friday,10:09 PM,good,"","",""
2022-10-14,October 14,Friday,11:35 AM,good,"","",""
2022-10-13,October 13,Thursday,9:17 PM,good,"","",""
2022-10-13,October 13,Thursday,9:00 AM,good,"","",""
2022-10-12,October 12,Wednesday,10:32 PM,meh,"","",""
2022-10-12,October 12,Wednesday,9:00 AM,good,"","",""
2022-10-11,October 11,Tuesday,9:18 PM,good,"","",""
2022-10-11,October 11,Tuesday,9:06 AM,good,"","",""
2022-10-10,October 10,Monday,9:49 PM,good,"","",""
2022-10-10,October 10,Monday,9:00 AM,good,"","",""
2022-10-09,October 9,Sunday,9:00 PM,good,"","",""
2022-10-09,October 9,Sunday,9:42 AM,meh,"","",""
2022-10-08,October 8,Saturday,9:07 PM,meh,"","",""
2022-10-08,October 8,Saturday,10:08 AM,good,"","",""
2022-10-07,October 7,Friday,10:11 PM,good,"","",""
2022-10-07,October 7,Friday,9:00 AM,good,"","",""
2022-10-06,October 6,Thursday,9:00 PM,good,"","",""
2022-10-06,October 6,Thursday,9:00 AM,good,"","",""
2022-10-05,October 5,Wednesday,9:01 PM,good,"","",""
2022-10-05,October 5,Wednesday,9:01 AM,good,"","",""
2022-10-04,October 4,Tuesday,9:09 PM,good,"","",""
2022-10-04,October 4,Tuesday,9:00 AM,good,"","",""
2022-10-03,October 3,Monday,9:03 PM,good,"","",""
2022-10-03,October 3,Monday,9:00 AM,good,"","",""
2022-10-02,October 2,Sunday,9:00 PM,good,"","",""
2022-10-02,October 2,Sunday,10:05 AM,good,"","",""
2022-10-01,October 1,Saturday,9:00 PM,good,"","",""
2022-10-01,October 1,Saturday,9:00 AM,good,"","",""
2022-09-30,September 30,Friday,9:36 PM,good,"","",""
2022-09-30,September 30,Friday,10:04 AM,good,"","",""
2022-09-29,September 29,Thursday,9:00 PM,good,"","",""
2022-09-29,September 29,Thursday,9:36 AM,good,"","",""
2022-09-28,September 28,Wednesday,9:00 PM,good,"","",""
2022-09-28,September 28,Wednesday,10:58 AM,good,"","",""
2022-09-27,September 27,Tuesday,9:19 PM,good,"","",""
2022-09-27,September 27,Tuesday,9:02 AM,good,"","",""
2022-09-26,September 26,Monday,9:01 PM,meh,"","",""
2022-09-26,September 26,Monday,9:00 AM,good,"","",""
2022-09-25,September 25,Sunday,9:20 PM,good,"","",""
2022-09-25,September 25,Sunday,12:17 PM,good,"","",""
2022-09-24,September 24,Saturday,9:08 PM,bad,"","",""
2022-09-24,September 24,Saturday,9:16 AM,good,"","",""
2022-09-23,September 23,Friday,9:00 PM,good,"","",""
2022-09-23,September 23,Friday,9:01 AM,good,"","",""
2022-09-22,September 22,Thursday,9:00 PM,good,"","",""
2022-09-22,September 22,Thursday,10:45 AM,good,"","",""
2022-09-21,September 21,Wednesday,9:08 PM,good,"","",""
2022-09-21,September 21,Wednesday,9:04 AM,good,"","",""
2022-09-20,September 20,Tuesday,9:00 PM,good,"","",""
2022-09-20,September 20,Tuesday,9:01 AM,good,"","",""
2022-09-19,September 19,Monday,9:19 PM,good,"","",""
2022-09-19,September 19,Monday,9:16 AM,good,"","",""
2022-09-18,September 18,Sunday,9:00 PM,good,"","",""
2022-09-18,September 18,Sunday,11:18 AM,good,"","",""
2022-09-17,September 17,Saturday,9:16 PM,good,"","",""
2022-09-17,September 17,Saturday,11:06 AM,good,"","",""
2022-09-16,September 16,Friday,9:04 PM,good,"","",""
2022-09-16,September 16,Friday,10:05 AM,good,"","",""
2022-09-15,September 15,Thursday,9:10 PM,meh,"","",""
2022-09-15,September 15,Thursday,9:17 AM,good,"","",""
2022-09-14,September 14,Wednesday,9:00 PM,meh,"","",""
2022-09-14,September 14,Wednesday,9:01 AM,good,"","",""
2022-09-13,September 13,Tuesday,9:00 PM,good,"","",""
2022-09-13,September 13,Tuesday,9:05 AM,good,"","",""
2022-09-12,September 12,Monday,9:00 PM,good,"","",""
2022-09-12,September 12,Monday,9:00 AM,good,"","",""
2022-09-11,September 11,Sunday,9:00 PM,good,"","",""
2022-09-11,September 11,Sunday,11:57 AM,good,"","",""
2022-09-10,September 10,Saturday,9:04 PM,good,"","",""
2022-09-10,September 10,Saturday,10:27 AM,good,"","",""
2022-09-09,September 9,Friday,10:06 PM,good,"","",""
2022-09-08,September 8,Thursday,9:00 PM,meh,"","",""
2022-09-08,September 8,Thursday,10:34 AM,good,"","",""
2022-09-07,September 7,Wednesday,9:08 PM,good,"","",""
2022-09-07,September 7,Wednesday,9:37 AM,good,"","",""
2022-09-06,September 6,Tuesday,9:00 PM,good,"","",""
2022-09-06,September 6,Tuesday,9:01 AM,good,"","",""
2022-09-05,September 5,Monday,9:00 PM,good,"","",""
2022-09-05,September 5,Monday,9:00 AM,good,"","",""
2022-09-04,September 4,Sunday,9:00 PM,good,"","",""
2022-09-04,September 4,Sunday,11:13 AM,good,"","",""
2022-09-03,September 3,Saturday,9:00 PM,good,"","",""
2022-09-03,September 3,Saturday,11:55 AM,good,"","",""
2022-09-02,September 2,Friday,9:57 PM,good,"","",""
2022-09-02,September 2,Friday,9:00 AM,good,"","",""
2022-09-01,September 1,Thursday,9:09 PM,good,"","",""
2022-09-01,September 1,Thursday,9:04 AM,good,"","",""
2022-08-31,August 31,Wednesday,9:10 PM,good,"","",""
2022-08-31,August 31,Wednesday,9:00 AM,good,"","",""
2022-08-30,August 30,Tuesday,9:00 PM,good,"","",""
2022-08-30,August 30,Tuesday,9:29 AM,good,"","",""
2022-08-29,August 29,Monday,9:00 PM,good,"","",""
2022-08-29,August 29,Monday,9:00 AM,good,"","",""
2022-08-28,August 28,Sunday,9:01 PM,good,"","",""
2022-08-28,August 28,Sunday,9:00 AM,good,"","",""
2022-08-27,August 27,Saturday,9:07 PM,good,"","",""
2022-08-27,August 27,Saturday,11:53 AM,good,"","",""
2022-08-26,August 26,Friday,9:04 PM,good,"","",""
2022-08-26,August 26,Friday,9:00 AM,good,"","",""
2022-08-25,August 25,Thursday,9:18 PM,good,"","",""
2022-08-25,August 25,Thursday,9:59 AM,good,"","",""
2022-08-24,August 24,Wednesday,9:13 PM,good,"","",""
2022-08-24,August 24,Wednesday,9:00 AM,good,"","",""
2022-08-23,August 23,Tuesday,9:01 PM,meh,"","",""
2022-08-23,August 23,Tuesday,9:00 AM,meh,"","",""
2022-08-22,August 22,Monday,10:19 PM,good,"","",""
2022-08-22,August 22,Monday,9:06 AM,good,"","",""
2022-08-21,August 21,Sunday,9:53 PM,good,"","",""
2022-08-21,August 21,Sunday,10:20 AM,good,"","",""
2022-08-20,August 20,Saturday,9:00 PM,good,"","",""
2022-08-20,August 20,Saturday,11:04 AM,good,"","",""
2022-08-19,August 19,Friday,9:51 PM,good,"","",""
2022-08-19,August 19,Friday,9:08 AM,good,"","",""
2022-08-18,August 18,Thursday,9:00 PM,good,"","",""
2022-08-18,August 18,Thursday,9:02 AM,good,"","",""
2022-08-17,August 17,Wednesday,9:00 PM,good,"","",""
2022-08-17,August 17,Wednesday,10:21 AM,good,"","",""
2022-08-16,August 16,Tuesday,9:00 PM,good,"","",""
2022-08-16,August 16,Tuesday,9:03 AM,good,"","",""
2022-08-15,August 15,Monday,9:00 PM,good,"","",""
2022-08-15,August 15,Monday,9:06 AM,good,"","",""
2022-08-14,August 14,Sunday,9:00 PM,good,"","",""
2022-08-14,August 14,Sunday,9:18 AM,good,"","",""
2022-08-13,August 13,Saturday,9:29 PM,meh,"","",""
2022-08-13,August 13,Saturday,9:28 AM,good,"","",""
2022-08-12,August 12,Friday,9:44 PM,good,"","",""
2022-08-12,August 12,Friday,9:33 AM,good,"","",""
2022-08-11,August 11,Thursday,9:00 PM,good,"","",""
2022-08-11,August 11,Thursday,9:00 AM,good,"","",""
2022-08-10,August 10,Wednesday,9:00 PM,good,"","",""
2022-08-10,August 10,Wednesday,9:06 AM,good,"","",""
2022-08-09,August 9,Tuesday,9:00 PM,good,"","",""
2022-08-09,August 9,Tuesday,9:00 AM,good,"","",""
2022-08-08,August 8,Monday,9:00 PM,good,"","",""
2022-08-08,August 8,Monday,9:00 AM,good,"","",""
2022-08-07,August 7,Sunday,9:00 PM,good,"","",""
2022-08-07,August 7,Sunday,9:00 AM,good,"","",""
2022-08-06,August 6,Saturday,9:00 PM,good,"","",""
2022-08-06,August 6,Saturday,10:28 AM,good,"","",""
2022-08-05,August 5,Friday,9:28 PM,good,"","",""
2022-08-05,August 5,Friday,9:00 AM,good,"","",""
2022-08-04,August 4,Thursday,9:00 PM,good,"","",""
2022-08-04,August 4,Thursday,9:01 AM,good,"","",""
2022-08-03,August 3,Wednesday,9:03 PM,good,"","",""
2022-08-03,August 3,Wednesday,9:00 AM,good,"","",""
2022-08-02,August 2,Tuesday,9:00 PM,good,"","",""
2022-08-02,August 2,Tuesday,9:00 AM,good,"","",""
2022-08-01,August 1,Monday,9:08 PM,good,"","",""
2022-08-01,August 1,Monday,9:06 AM,good,"","",""
2022-07-31,July 31,Sunday,9:03 PM,good,"","",""
2022-07-31,July 31,Sunday,9:00 AM,good,"","",""
2022-07-30,July 30,Saturday,9:14 PM,good,"","",""
2022-07-30,July 30,Saturday,9:38 AM,good,"","",""
2022-07-29,July 29,Friday,9:00 PM,good,"","",""
2022-07-29,July 29,Friday,9:00 AM,good,"","",""
2022-07-28,July 28,Thursday,9:00 PM,good,"","",""
2022-07-28,July 28,Thursday,9:00 AM,good,"","",""
2022-07-27,July 27,Wednesday,9:00 PM,good,"","",""
2022-07-27,July 27,Wednesday,9:01 AM,good,"","",""
2022-07-26,July 26,Tuesday,9:07 PM,good,"","",""
2022-07-26,July 26,Tuesday,9:00 AM,good,"","",""
2022-07-25,July 25,Monday,9:07 PM,good,"","",""
2022-07-25,July 25,Monday,9:00 AM,good,"","",""
2022-07-24,July 24,Sunday,9:00 PM,good,"","",""
2022-07-24,July 24,Sunday,9:00 AM,good,"","",""
2022-07-23,July 23,Saturday,9:00 PM,good,"","",""
2022-07-23,July 23,Saturday,9:49 AM,good,"","",""
2022-07-22,July 22,Friday,9:00 PM,good,"","",""
2022-07-21,July 21,Thursday,9:00 PM,good,"","",""
2022-07-21,July 21,Thursday,9:00 AM,good,"","",""
2022-07-20,July 20,Wednesday,9:03 PM,good,"","",""
2022-07-20,July 20,Wednesday,9:00 AM,good,"","",""
2022-07-19,July 19,Tuesday,9:01 AM,good,"","",""
2022-07-18,July 18,Monday,9:02 PM,good,"","",""
2022-07-18,July 18,Monday,9:00 AM,good,"bad sleep","",""
2022-07-17,July 17,Sunday,9:00 PM,good,"","",""
2022-07-17,July 17,Sunday,11:12 AM,good,"","",""
2022-07-16,July 16,Saturday,9:00 PM,good,"","",""
2022-07-16,July 16,Saturday,11:19 AM,good,"","",""
2022-07-15,July 15,Friday,10:24 PM,good,"","",""
2022-07-15,July 15,Friday,9:05 AM,good,"","",""
2022-07-14,July 14,Thursday,9:06 PM,good,"","",""
2022-07-14,July 14,Thursday,9:00 AM,good,"","",""
2022-07-13,July 13,Wednesday,9:00 PM,good,"","",""
2022-07-13,July 13,Wednesday,10:09 AM,good,"","",""
2022-07-12,July 12,Tuesday,9:00 PM,good,"","",""
2022-07-12,July 12,Tuesday,9:00 AM,good,"","",""
2022-07-11,July 11,Monday,9:00 PM,good,"","",""
2022-07-11,July 11,Monday,9:00 AM,good,"","",""
2022-07-10,July 10,Sunday,9:00 PM,good,"","",""
2022-07-10,July 10,Sunday,10:35 AM,good,"","",""
2022-07-09,July 9,Saturday,9:23 PM,good,"","",""
2022-07-09,July 9,Saturday,12:25 PM,good,"","",""
2022-07-08,July 8,Friday,11:44 PM,good,"","",""
2022-07-08,July 8,Friday,9:08 AM,good,"","",""
2022-07-07,July 7,Thursday,9:00 PM,good,"","",""
2022-07-07,July 7,Thursday,9:00 AM,good,"","",""
2022-07-06,July 6,Wednesday,9:00 PM,good,"","",""
2022-07-06,July 6,Wednesday,9:08 AM,good,"","",""
2022-07-05,July 5,Tuesday,9:00 PM,good,"","",""
2022-07-05,July 5,Tuesday,9:04 AM,good,"","",""
2022-07-04,July 4,Monday,9:14 PM,good,"","",""
2022-07-04,July 4,Monday,10:39 AM,good,"","",""
2022-07-03,July 3,Sunday,9:24 PM,good,"","",""
2022-07-03,July 3,Sunday,12:18 PM,good,"","",""
2022-07-02,July 2,Saturday,9:03 PM,good,"","",""
2022-07-02,July 2,Saturday,10:51 AM,good,"","",""
2022-07-01,July 1,Friday,9:00 PM,good,"","",""
2022-07-01,July 1,Friday,9:06 AM,good,"","",""
2022-06-30,June 30,Thursday,9:08 PM,good,"","",""
2022-06-30,June 30,Thursday,9:13 AM,good,"","",""
2022-06-29,June 29,Wednesday,9:13 PM,good,"","",""
2022-06-29,June 29,Wednesday,9:00 AM,good,"","",""
2022-06-28,June 28,Tuesday,9:00 PM,good,"","",""
2022-06-28,June 28,Tuesday,9:00 AM,good,"","",""
2022-06-27,June 27,Monday,9:00 PM,good,"","",""
2022-06-27,June 27,Monday,9:00 AM,good,"","",""
2022-06-26,June 26,Sunday,9:10 PM,good,"","",""
2022-06-26,June 26,Sunday,11:37 AM,good,"","",""
2022-06-25,June 25,Saturday,9:00 PM,good,"","",""
2022-06-25,June 25,Saturday,10:59 AM,good,"","",""
2022-06-24,June 24,Friday,10:15 PM,good,"","",""
2022-06-24,June 24,Friday,9:07 AM,good,"","",""
2022-06-23,June 23,Thursday,10:53 PM,good,"","",""
2022-06-23,June 23,Thursday,9:16 AM,good,"","",""
2022-06-22,June 22,Wednesday,9:02 PM,good,"","",""
2022-06-22,June 22,Wednesday,9:00 AM,good,"","",""
2022-06-21,June 21,Tuesday,9:00 PM,good,"","",""
2022-06-21,June 21,Tuesday,9:31 AM,good,"","",""
2022-06-20,June 20,Monday,9:34 PM,good,"","",""
2022-06-20,June 20,Monday,10:34 AM,good,"","",""
2022-06-19,June 19,Sunday,9:50 PM,good,"","",""
2022-06-19,June 19,Sunday,9:25 AM,good,"","",""
2022-06-18,June 18,Saturday,9:00 PM,good,"","",""
2022-06-18,June 18,Saturday,11:53 AM,good,"","",""
2022-06-17,June 17,Friday,9:43 PM,good,"","",""
2022-06-17,June 17,Friday,11:16 AM,good,"","",""
2022-06-16,June 16,Thursday,9:48 PM,good,"","",""
2022-06-16,June 16,Thursday,9:00 AM,good,"","",""
2022-06-15,June 15,Wednesday,9:00 PM,good,"","",""
2022-06-15,June 15,Wednesday,9:38 AM,good,"","",""
2022-06-14,June 14,Tuesday,9:43 PM,good,"","",""
2022-06-14,June 14,Tuesday,9:00 AM,good,"","",""
2022-06-13,June 13,Monday,9:00 PM,good,"","",""
2022-06-13,June 13,Monday,9:43 AM,good,"","",""
2022-06-12,June 12,Sunday,9:00 PM,good,"","",""
2022-06-12,June 12,Sunday,9:12 AM,good,"","",""
2022-06-11,June 11,Saturday,9:10 PM,good,"","",""
2022-06-11,June 11,Saturday,9:00 AM,good,"","",""
2022-06-10,June 10,Friday,10:52 PM,good,"","",""
2022-06-10,June 10,Friday,9:00 AM,good,"","",""
2022-06-09,June 9,Thursday,9:00 AM,good,"","",""
2022-06-08,June 8,Wednesday,9:00 PM,good,"","",""
2022-06-08,June 8,Wednesday,9:13 AM,good,"","",""
2022-06-07,June 7,Tuesday,9:00 PM,good,"","",""
2022-06-07,June 7,Tuesday,9:32 AM,good,"","",""
2022-06-06,June 6,Monday,9:00 PM,good,"","",""
2022-06-06,June 6,Monday,9:45 AM,good,"","",""
2022-06-05,June 5,Sunday,9:00 PM,good,"","",""
2022-06-05,June 5,Sunday,10:08 AM,good,"","",""
2022-06-04,June 4,Saturday,9:00 PM,meh,"","",""
2022-06-04,June 4,Saturday,11:52 AM,meh,"","",""
2022-06-03,June 3,Friday,9:00 PM,meh,"","",""
2022-06-03,June 3,Friday,9:00 AM,meh,"","",""
2022-06-02,June 2,Thursday,9:00 PM,awful,"","","Got fired"
2022-06-02,June 2,Thursday,9:00 AM,good,"","",""
2022-06-01,June 1,Wednesday,9:09 PM,good,"","",""
2022-06-01,June 1,Wednesday,9:01 AM,good,"","",""
2022-05-31,May 31,Tuesday,10:17 PM,good,"","",""
2022-05-31,May 31,Tuesday,9:21 AM,good,"","",""
2022-05-30,May 30,Monday,9:00 PM,good,"","",""
2022-05-30,May 30,Monday,9:05 AM,good,"","",""
2022-05-29,May 29,Sunday,9:01 PM,good,"","",""
2022-05-29,May 29,Sunday,9:35 AM,good,"","",""
2022-05-28,May 28,Saturday,10:50 PM,good,"","",""
2022-05-28,May 28,Saturday,9:10 AM,good,"","",""
2022-05-27,May 27,Friday,10:21 PM,good,"","",""
2022-05-27,May 27,Friday,9:08 AM,good,"","",""
2022-05-26,May 26,Thursday,9:00 PM,good,"","",""
2022-05-26,May 26,Thursday,9:00 AM,good,"","",""
2022-05-25,May 25,Wednesday,9:00 PM,good,"","",""
2022-05-25,May 25,Wednesday,9:00 AM,good,"","",""
2022-05-24,May 24,Tuesday,9:00 PM,good,"medium sleep","",""
2022-05-24,May 24,Tuesday,9:38 AM,good,"","",""
2022-05-23,May 23,Monday,9:00 PM,meh,"","",""
2022-05-23,May 23,Monday,9:00 AM,good,"","",""
2022-05-22,May 22,Sunday,9:00 PM,good,"","",""
2022-05-22,May 22,Sunday,9:00 AM,good,"","",""
2022-05-21,May 21,Saturday,9:01 PM,good,"","",""
2022-05-21,May 21,Saturday,9:00 AM,good,"","",""
2022-05-20,May 20,Friday,9:00 PM,good,"","",""
2022-05-20,May 20,Friday,9:24 AM,good,"bad sleep","",""
2022-05-19,May 19,Thursday,11:18 PM,rad,"","",""
2022-05-19,May 19,Thursday,9:00 AM,meh,"","",""
2022-05-18,May 18,Wednesday,9:01 PM,meh,"","",""
2022-05-18,May 18,Wednesday,9:00 AM,good,"","",""
2022-05-17,May 17,Tuesday,9:00 PM,good,"","",""
2022-05-17,May 17,Tuesday,9:00 AM,good,"","",""
2022-05-16,May 16,Monday,9:00 PM,good,"","",""
2022-05-16,May 16,Monday,9:00 AM,good,"","",""
2022-05-15,May 15,Sunday,9:00 PM,bad,"","","Got caught hopping a turnstile"
2022-05-15,May 15,Sunday,10:45 AM,good,"","",""
2022-05-14,May 14,Saturday,9:54 PM,good,"","",""
2022-05-14,May 14,Saturday,9:05 AM,good,"","",""
2022-05-13,May 13,Friday,10:10 PM,good,"","",""
2022-05-13,May 13,Friday,9:03 AM,good,"","",""
2022-05-12,May 12,Thursday,9:00 PM,good,"","",""
2022-05-12,May 12,Thursday,9:01 AM,good,"","",""
2022-05-11,May 11,Wednesday,9:00 PM,good,"","",""
2022-05-11,May 11,Wednesday,9:00 AM,good,"","",""
2022-05-10,May 10,Tuesday,9:01 PM,good,"","",""
2022-05-10,May 10,Tuesday,9:00 AM,good,"","",""
2022-05-09,May 9,Monday,9:02 PM,good,"","",""
2022-05-09,May 9,Monday,9:00 AM,good,"","",""
2022-05-08,May 8,Sunday,9:00 PM,good,"","",""
2022-05-08,May 8,Sunday,10:01 AM,good,"","",""
2022-05-07,May 7,Saturday,9:00 PM,good,"","",""
2022-05-07,May 7,Saturday,9:10 AM,good,"","",""
2022-05-06,May 6,Friday,9:18 PM,good,"","",""
2022-05-06,May 6,Friday,9:00 AM,good,"","",""
2022-05-05,May 5,Thursday,9:42 PM,good,"","",""
2022-05-05,May 5,Thursday,9:16 AM,good,"","",""
2022-05-04,May 4,Wednesday,10:16 PM,good,"","",""
2022-05-04,May 4,Wednesday,9:00 AM,good,"","",""
2022-05-03,May 3,Tuesday,9:10 PM,good,"","",""
2022-05-03,May 3,Tuesday,9:00 AM,good,"","",""
2022-05-02,May 2,Monday,9:09 PM,good,"","",""
2022-05-02,May 2,Monday,9:20 AM,good,"","",""
2022-05-01,May 1,Sunday,9:00 PM,good,"","",""
2022-05-01,May 1,Sunday,9:57 AM,good,"","",""
2022-04-30,April 30,Saturday,9:00 PM,good,"","",""
2022-04-30,April 30,Saturday,11:08 AM,good,"","",""
2022-04-29,April 29,Friday,10:01 PM,good,"","",""
2022-04-29,April 29,Friday,9:00 AM,good,"","",""
2022-04-28,April 28,Thursday,9:03 PM,good,"","",""
2022-04-28,April 28,Thursday,9:03 AM,good,"","",""
